Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 1
51, 45563, 60445, 128163, 50229, 45422, 52957, 19487, 55977, 0, 0 
26, 984944, 117453, 57283, 39389, 14172, 22022, 6145, 15819, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 43
55, 929058, 48207, 23823, 23470, 11251, 31354, 13569, 15742, 0, 0 
26, 1583454, 102718, 11406, 19063, 9318, 20821, 6459, 8173, 0, 0  
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 46
80, 276393, 475286, 145147, 62499, 184234, 63178, 76734, 144924, 0, 0 
80, 883702, 692407, 163170, 101235, 45922, 109541, 100850, 196297, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 47
80, 815097, 1096692, 82134, 58732, 123881, 112810, 71342, 206477, 0, 0 
26, 506392, 822828, 58930, 204445, 119194, 69617, 46279, 152087, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 49
51, 334232, 450317, 96301, 129139, 78738, 103789, 66013, 116823, 0, 0 
26, 354244, 450988, 140840, 129039, 65629, 325429, 97198, 74239, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 50
55, 149325, 261961, 135877, 141966, 220074, 118217, 158163, 62306, 0, 0 
55, 561894, 250335, 448790, 81444, 75692, 107935, 74779, 46471, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 51
55, 619972, 322591, 110869, 136100, 256756, 81103, 157665, 125533, 0, 0 
51, 350814, 319543, 329315, 213907, 110457, 236669, 105065, 165050, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 52
26, 354121, 768748, 113153, 71946, 371707, 105437, 105558, 122985, 0, 0 
26, 276379, 244840, 163735, 74499, 378168, 184864, 168290, 120397, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 53
55, 479430, 1235454, 131799, 126498, 111281, 60030, 121870, 133280, 0, 0 
55, 287153, 381803, 180987, 52951, 132907, 186731, 118609, 139436, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 54
26, 446327, 421600, 139493, 242954, 285837, 118920, 160388, 69474, 0, 0 
26, 1220756, 432694, 93617, 114629, 163293, 181165, 92239, 119172, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 55
26, 625951, 284339, 211790, 350527, 115778, 68973, 86529, 79586, 0, 0 
26, 727528, 489901, 197757, 41841, 127964, 138872, 78502, 192035, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 56
26, 508803, 357036, 263197, 285576, 191529, 133930, 90282, 168465, 0, 0 
55, 338321, 419347, 146527, 76223, 128536, 111712, 80901, 91476, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 57
26, 954441, 493290, 404924, 108475, 73001, 136956, 104324, 149640, 0, 0 
26, 1168376, 200178, 282241, 258145, 83497, 168269, 31550, 54791, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 58
26, 295201, 359277, 511338, 268562, 221315, 145153, 73924, 70556, 0, 0 
26, 618937, 481116, 104850, 66355, 168513, 118100, 88692, 170495, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 59
26, 2052726, 1178872, 416366, 799397, 801578, 320029, 391588, 353726, 0, 0 
26, 802378, 366028, 148260, 214399, 174547, 116691, 49047, 122830, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 60
26, 547609, 218232, 87610, 125869, 133772, 87100, 56338, 141172, 0, 0 
55, 36434, 87833, 61917, 11137, 38612, 26630, 14080, 16412, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 61
26, 529469, 220273, 135332, 64873, 500688, 406736, 107719, 94570, 0, 0 
55, 1004383, 501357, 81517, 167455, 195303, 107962, 91219, 50851, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 62
51, 416201, 544098, 228865, 164247, 205388, 86629, 180226, 226832, 0, 0 
26, 1363493, 467135, 58958, 108403, 256062, 140820, 92257, 89731, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 64
80, 964237, 49451, 493288, 52625, 492702, 85461, 89262, 119659, 0, 0 
51, 398191, 367697, 183109, 130206, 92376, 219210, 100733, 75158, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 65
51, 442079, 405396, 281491, 168904, 306321, 52655, 106342, 68272, 0, 0 
51, 308610, 319947, 332450, 146363, 242950, 101961, 98989, 142510, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 66
51, 867534, 275394, 402706, 138307, 208835, 302753, 64886, 179353, 0, 0 
80, 316918, 353381, 141391, 75065, 120144, 129252, 113993, 107669, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 67
51, 1029840, 443464, 122730, 130171, 220961, 95235, 124847, 192570, 0, 0 
51, 363467, 564556, 61254, 311090, 108530, 100022, 151657, 174061, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 69
80, 814621, 529942, 293365, 285785, 268984, 126803, 191437, 189211, 0, 0 
51, 494659, 1209156, 41510, 80743, 135703, 121353, 139068, 168008, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 70
26, 1088696, 171766, 76389, 92133, 142361, 152297, 75605, 83186, 0, 0 
26, 618430, 590367, 161654, 203111, 106122, 254251, 71066, 239867, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 72
26, 610539, 1682054, 110265, 1140832, 419964, 1305112, 1001246, 1401309, 0, 0 
26, 908679, 808752, 303076, 125457, 423388, 154237, 178155, 174968, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 75
55, 278139, 622299, 215983, 210109, 113566, 135464, 158814, 66504, 0, 0 
26, 614122, 272227, 202805, 148620, 30264, 206662, 157615, 319365, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 76
26, 145726, 898670, 387630, 216312, 112544, 126104, 47604, 195863, 0, 0 
26, 81098, 23802, 91617, 75730, 25250, 19434, 29348, 75742, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 4
51, 1094947, 808302, 365830, 1129896, 322698, 742545, 260584, 299249, 0, 0 
51, 492698, 319740, 50238, 242257, 92236, 71292, 77286, 93552, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 5
80, 701109, 519499, 371344, 20852, 149785, 118368, 111807, 124919, 0, 0 
55, 287906, 197095, 127026, 91083, 143818, 123718, 108338, 39794, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 7
51, 754093, 90551, 267514, 28567, 111214, 140160, 111076, 104973, 0, 0 
51, 1375113, 161405, 258086, 163011, 114304, 183114, 132491, 228915, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 9
80, 223104, 439584, 364587, 230971, 111456, 53043, 83055, 136955, 0, 0 
51, 652805, 152814, 89673, 138833, 162807, 64214, 82852, 107336, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 12
51, 524920, 995005, 165520, 88636, 185388, 84646, 96481, 115742, 0, 0 
80, 2235529, 786161, 1287014, 1213606, 497842, 312349, 628464, 305697, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 55
0, 169906, 749072, 223906, 5777, 285998, 180668, 31388, 63046, 0, 0 
26, 1224867, 108923, 19278, 44569, 59380, 35500, 8585, 15223, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 56
51, 492941, 330994, 170352, 67665, 81093, 139254, 131715, 223431, 0, 0 
26, 758193, 799850, 162813, 181481, 147314, 109928, 67805, 188691, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 57
26, 1194212, 15460, 30573, 15511, 12875, 14703, 1178, 8335, 0, 0 
55, 352982, 8091, 1727, 12461, 7172, 1997, 1851, 1455, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 58
26, 83906, 18468, 2672, 13433, 4742, 2013, 478, 930, 0, 0 
26, 146318, 5663, 9971, 4393, 6535, 1928, 905, 889, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 61
26, 582230, 214857, 128309, 120433, 31477, 35379, 23078, 23633, 0, 0 
26, 1403815, 271987, 90174, 43581, 35740, 46931, 24594, 7940, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 63
26, 1130035, 243454, 413765, 81140, 195299, 54723, 324355, 182941, 0, 0 
26, 966133, 655278, 512177, 113191, 221737, 183085, 156701, 284553, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 64
55, 177814, 36257, 75970, 38162, 21107, 40349, 27604, 47626, 0, 0 
55, 721784, 38718, 31506, 22488, 32622, 35510, 33052, 81771, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 65
26, 743449, 496089, 28046, 93995, 32610, 133968, 73373, 54917, 0, 0 
55, 782561, 230274, 262980, 111076, 152384, 223800, 114702, 274115, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 66
51, 1163417, 501948, 235402, 103493, 196586, 88883, 115287, 60429, 0, 0 
51, 546773, 630675, 392022, 110153, 126872, 98820, 79678, 79910, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 67
51, 1226877, 255811, 507214, 77049, 148387, 256456, 75941, 154923, 0, 0 
26, 115232, 73224, 93945, 20422, 46732, 61336, 29534, 28889, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 68
55, 275188, 273612, 315213, 281637, 147890, 128686, 116791, 100555, 0, 0 
55, 756004, 164071, 132599, 184591, 98486, 279083, 208003, 174913, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 69
26, 2577755, 677424, 703740, 715765, 852533, 492025, 377276, 400576, 0, 0 
26, 949311, 118599, 155963, 90368, 70671, 190778, 76320, 104527, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 70
26, 1641472, 431244, 198916, 302034, 103598, 238134, 58868, 177020, 0, 0 
26, 1384162, 132601, 78522, 195725, 44612, 109501, 74205, 105605, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 71
55, 100153, 72611, 36303, 12452, 23496, 27894, 25019, 45410, 0, 0 
26, 1259684, 98542, 219642, 227366, 96133, 85196, 92424, 145955, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 72
26, 1009914, 306174, 196760, 182691, 130805, 87329, 105439, 73389, 0, 0 
26, 2009885, 519360, 630764, 95150, 117204, 153442, 60624, 109452, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 73
26, 560162, 886804, 50884, 41025, 45909, 50147, 29117, 154725, 0, 0 
26, 364521, 262689, 89345, 62088, 82596, 196267, 70089, 95981, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 74
26, 1093704, 834387, 97108, 145581, 67502, 97600, 113285, 81421, 0, 0 
26, 713983, 577395, 54871, 32648, 126943, 159293, 135935, 118890, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 76
26, 689234, 288329, 13085, 77513, 108408, 102740, 61220, 172612, 0, 0 
55, 1710992, 101345, 575533, 82652, 149241, 146696, 84528, 101036, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 79
51, 59178, 125562, 70610, 16203, 66757, 76903, 13095, 67925, 0, 0 
80, 500501, 484617, 187674, 32859, 68604, 153851, 95062, 203017, 0, 0 
