Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 1
26, 914111, 81142, 15126, 40563, 11066, 38806, 5558, 15167, 0, 0 
26, 1675233, 60131, 42253, 25455, 20151, 14840, 9979, 19335, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 10
55, 724236, 255584, 13534, 16256, 27746, 20798, 10259, 9080, 0, 0 
55, 803841, 36381, 13567, 44253, 10959, 18012, 5714, 6873, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 11
26, 1287748, 25980, 141487, 30039, 53137, 48731, 15657, 20333, 0, 0 
26, 1105421, 182682, 19423, 21157, 10131, 10906, 10187, 9301, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 12
26, 2301526, 99504, 12353, 13558, 10164, 13525, 1081, 4382, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 13
55, 1007584, 169037, 20259, 41788, 17860, 38831, 12336, 18706, 0, 0 
26, 736735, 237942, 26702, 22766, 7162, 31214, 8981, 34811, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 14
26, 1316326, 98275, 38677, 46357, 55433, 63278, 26791, 31896, 0, 0 
26, 862511, 1883173, 197261, 434548, 87728, 102938, 55366, 22712, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 15
26, 31555, 12904, 3084, 10611, 3157, 25619, 3537, 24604, 0, 0 
26, 735741, 115968, 30886, 22560, 28625, 29559, 12785, 20483, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 16
26, 1446363, 30450, 8339, 32804, 14379, 14935, 4419, 11464, 0, 0 
26, 786484, 57708, 25685, 28797, 12795, 22531, 15952, 19610, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 17
26, 1441133, 99140, 187687, 74213, 100143, 136327, 17512, 72973, 0, 0 
26, 1399965, 63914, 16310, 59176, 13401, 21100, 11985, 21541, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 18
26, 941913, 125346, 3422, 43530, 13126, 25431, 3952, 11745, 0, 0 
26, 1785636, 848039, 403301, 139375, 75579, 199369, 63055, 40939, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 19
55, 944734, 95475, 9392, 28715, 20526, 25051, 13420, 9593, 0, 0 
26, 610377, 74286, 45467, 44939, 18571, 33545, 12421, 23871, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 20
55, 109173, 18311, 8296, 13589, 8053, 8580, 2615, 5586, 0, 0 
55, 519216, 25151, 26633, 11759, 21595, 55102, 17239, 35225, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 21
26, 814726, 35447, 50581, 31371, 21312, 26250, 5815, 23653, 0, 0 
26, 247041, 181690, 36285, 63369, 38792, 295299, 9222, 96628, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 22
26, 657412, 118102, 90662, 54648, 17608, 55578, 17068, 38359, 0, 0 
55, 810308, 67185, 61258, 38949, 8585, 30653, 8545, 44930, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 23
55, 185094, 262711, 197874, 58315, 11616, 77605, 13537, 44895, 0, 0 
55, 835627, 90546, 27452, 13447, 8862, 49016, 10162, 27111, 0, 0 
55, 1328894, 40244, 3633, 63192, 10950, 22994, 11124, 21178, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 24
26, 1111705, 143071, 10560, 51713, 6860, 22384, 10770, 24907, 0, 0 
26, 186846, 348218, 31429, 47364, 16116, 8920, 8197, 12249, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 25
26, 305129, 209629, 69871, 48824, 32145, 66513, 21419, 8681, 0, 0 
26, 1241620, 274375, 40426, 38191, 8137, 24302, 5164, 15375, 0, 0 
26, 569381, 149137, 19593, 26647, 4661, 12759, 3595, 10887, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 26
26, 724076, 101836, 25339, 75354, 41498, 73209, 12799, 16629, 0, 0 
26, 1158967, 184319, 15063, 26417, 8366, 6430, 6550, 5768, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 27
26, 1424853, 112532, 21747, 25025, 41581, 29915, 5988, 25631, 0, 0 
55, 2344729, 721482, 20257, 69864, 27269, 90736, 42289, 27308, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 28
26, 329037, 325930, 11292, 39740, 9447, 28133, 11041, 32273, 0, 0 
26, 1795272, 346106, 64335, 75199, 66664, 72143, 38452, 58629, 0, 0 
26, 249977, 83961, 19732, 22495, 16993, 26626, 5167, 13150, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 29
26, 1035913, 71039, 75961, 24525, 8149, 12633, 9792, 11459, 0, 0 
26, 956232, 149763, 16870, 17986, 12389, 10680, 10663, 10295, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 30
26, 1989966, 358599, 389734, 88919, 210282, 57240, 57495, 59419, 0, 0 
26, 60279, 77086, 21893, 29898, 71522, 28468, 28573, 45861, 0, 0 
26, 40384, 58113, 6749, 30022, 38889, 25097, 54964, 26072, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 31
26, 979595, 201805, 114030, 147499, 146074, 87020, 102740, 88014, 0, 0 
26, 575032, 513032, 84759, 224745, 240360, 133410, 51627, 155119, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 32
26, 864397, 223316, 71160, 182614, 241398, 220350, 209617, 85546, 0, 0 
26, 301815, 691678, 152298, 224117, 145248, 229519, 103575, 75921, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 33
55, 1280641, 1351054, 191191, 234814, 614588, 689057, 561198, 518983, 0, 0 
26, 618075, 162371, 137889, 74024, 200671, 112302, 111752, 151766, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 34
26, 600951, 153769, 191650, 45470, 147934, 246325, 50509, 174567, 0, 0 
26, 849398, 367170, 96887, 199024, 58160, 84640, 59072, 113504, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 35
26, 356725, 439600, 35151, 17068, 104453, 240368, 85896, 202582, 0, 0 
26, 826223, 319502, 33334, 90782, 109730, 224659, 102463, 170224, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 36
51, 970724, 171668, 126439, 38900, 294320, 442654, 51217, 199069, 0, 0 
51, 118888, 90891, 35002, 35404, 31133, 41013, 27140, 117464, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 37
51, 53057, 346964, 719794, 173327, 115175, 281496, 133563, 149613, 0, 0 
51, 1391461, 208133, 246650, 44671, 228232, 122116, 189574, 456386, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 38
51, 522074, 301360, 145956, 158046, 30482, 294500, 98987, 209051, 0, 0 
51, 870173, 518748, 209286, 354098, 45254, 243305, 70402, 429805, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 39
26, 589588, 271852, 32194, 356892, 98451, 95011, 118671, 412052, 0, 0 
26, 458392, 730840, 69583, 52646, 87944, 125336, 104466, 174351, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 40
26, 285080, 347122, 332434, 198444, 138879, 137362, 68801, 241590, 0, 0 
26, 244004, 82701, 11750, 33959, 12238, 37577, 21238, 94098, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 41
51, 971294, 1858070, 515367, 829337, 1077013, 388052, 387969, 563068, 0, 0 
26, 879735, 581436, 140967, 409611, 158591, 128966, 93691, 132543, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 42
26, 903575, 724115, 398510, 536469, 157841, 77047, 97865, 140895, 0, 0 
26, 387732, 491661, 134293, 75350, 80079, 58445, 115445, 127105, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 43
26, 218966, 171927, 15803, 56624, 78919, 31393, 11428, 38988, 0, 0 
26, 384929, 261993, 427648, 69472, 61726, 253180, 88593, 358336, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 44
26, 1607538, 82067, 53336, 158378, 126595, 143468, 51681, 123051, 0, 0 
26, 285526, 1166626, 135839, 88779, 32107, 78942, 52534, 90652, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 45
26, 428222, 222100, 262130, 285841, 78557, 148779, 85442, 88578, 0, 0 
26, 105502, 141880, 31202, 7581, 27839, 36804, 29124, 26085, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 46
26, 1338993, 559800, 129615, 174668, 68378, 124017, 65300, 100792, 0, 0 
26, 1964630, 364102, 192716, 64022, 108031, 144813, 60596, 72402, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 47
26, 1258760, 806233, 142262, 200387, 33349, 156759, 78186, 152318, 0, 0 
26, 1768305, 1366170, 496745, 819134, 251323, 323976, 283866, 317081, 0, 0 
26, 962091, 658758, 270832, 40592, 87364, 283129, 70918, 98846, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 48
26, 634448, 185243, 293510, 226286, 68191, 138559, 136545, 52613, 0, 0 
26, 155761, 124678, 9919, 19036, 28888, 16437, 9630, 52982, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 49
26, 531966, 554650, 45015, 106994, 86373, 177758, 106248, 89366, 0, 0 
26, 1555779, 347382, 67426, 151149, 35207, 63162, 65829, 121382, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 50
26, 1052485, 397146, 84826, 173963, 133857, 55358, 25548, 35704, 0, 0 
26, 733562, 57229, 4430, 10687, 4972, 6384, 12019, 18944, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 51
26, 1316277, 317266, 70557, 85986, 75166, 76539, 44924, 97184, 0, 0 
26, 625923, 94841, 15542, 30892, 25643, 43049, 22008, 10515, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 52
26, 815512, 189056, 27303, 16770, 69681, 19808, 7308, 36342, 0, 0 
26, 669536, 25825, 25605, 37405, 34159, 9989, 11946, 28005, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 53
26, 783382, 889266, 380470, 506861, 125141, 154654, 82661, 116166, 0, 0 
26, 767786, 197461, 4142, 10900, 13609, 27816, 17677, 26118, 0, 0 
26, 283713, 109202, 20555, 15695, 10138, 20382, 12262, 28919, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 54
26, 883856, 140417, 25095, 12290, 11283, 14725, 17866, 29046, 0, 0 
26, 122279, 154419, 53918, 14888, 27130, 25666, 17832, 32279, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 55
26, 823683, 223200, 23418, 24169, 166281, 158394, 92739, 102388, 0, 0 
26, 601082, 324960, 179652, 60963, 93602, 168009, 74671, 111070, 0, 0 
26, 1821312, 1027158, 134202, 76697, 166491, 94183, 33634, 132606, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 56
26, 779022, 216724, 46309, 43430, 60054, 72006, 130069, 52224, 0, 0 
55, 284936, 112874, 13513, 17260, 13049, 12581, 8951, 24422, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 57
26, 1724203, 173890, 16243, 101711, 132657, 134973, 103947, 83763, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 58
26, 114888, 12089, 800, 7284, 3023, 7372, 2529, 4731, 0, 0 
26, 1251318, 374282, 26288, 225701, 127386, 174278, 49732, 81672, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 59
26, 2883105, 64339, 12656, 50319, 43189, 54986, 39161, 37901, 0, 0 
26, 1678436, 580275, 31536, 215635, 67069, 116730, 46168, 36535, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 60
26, 282083, 58813, 11034, 18602, 18214, 42184, 17430, 28041, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 61
26, 1995035, 220701, 39775, 103130, 63761, 96411, 96860, 165341, 0, 0 
26, 336269, 1351873, 128158, 135354, 106457, 121435, 103405, 66098, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 62
26, 354351, 435081, 244675, 79752, 62868, 71640, 69346, 98592, 0, 0 
26, 222053, 40975, 20069, 13945, 56897, 52935, 18681, 13351, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 63
26, 1792512, 317542, 134413, 105557, 63716, 25759, 51293, 152734, 0, 0 
26, 368146, 68192, 27147, 29655, 14728, 16207, 9129, 36236, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 64
26, 1081168, 65277, 5761, 18099, 30770, 18732, 15824, 50239, 0, 0 
26, 1693956, 434305, 195212, 159275, 92349, 54416, 71337, 79186, 0, 0 
26, 535447, 104718, 4929, 14534, 15405, 18817, 19846, 27812, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 65
26, 969219, 54606, 25019, 10856, 15314, 28152, 18463, 7527, 0, 0 
26, 1370996, 755532, 296885, 267825, 34805, 56981, 62553, 117457, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 66
26, 2065019, 446263, 115390, 147289, 160718, 86858, 63317, 119340, 0, 0 
26, 452675, 123233, 23920, 17467, 5140, 14657, 13912, 16285, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 67
26, 548423, 208135, 176260, 121644, 79252, 85185, 60589, 59861, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 68
26, 619927, 36683, 33140, 9330, 26798, 11910, 14393, 26917, 0, 0 
26, 590065, 85667, 20163, 31905, 8586, 26786, 13259, 21696, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 69
26, 765145, 63439, 6372, 26035, 8554, 29154, 10754, 15220, 0, 0 
26, 523203, 200539, 71410, 31201, 21874, 20473, 13985, 17951, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 70
26, 2085009, 221223, 70978, 100727, 89834, 65390, 146736, 120023, 0, 0 
26, 1978733, 300274, 101043, 217348, 137233, 92333, 47278, 117807, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 71
26, 110954, 187767, 5251, 17655, 18707, 42647, 18516, 24881, 0, 0 
26, 1255654, 138597, 228158, 54525, 58933, 62714, 67850, 55784, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 72
26, 1846067, 305226, 188923, 181966, 96772, 111197, 86337, 113664, 0, 0 
26, 675062, 76524, 32705, 32568, 24920, 35704, 9769, 17344, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 73
80, 266007, 715815, 234330, 504299, 155910, 81888, 111350, 327389, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 74
51, 348964, 454907, 593739, 180107, 86288, 66399, 96509, 703855, 0, 0 
51, 819374, 378048, 111526, 177164, 197585, 133463, 73499, 253580, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 75
51, 389080, 431637, 343430, 38713, 248690, 169134, 247434, 473241, 0, 0 
51, 262609, 578702, 28405, 250554, 96385, 213202, 49541, 152549, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 76
51, 248090, 237609, 578096, 294272, 98469, 193312, 84048, 563860, 0, 0 
51, 790383, 113047, 249521, 131339, 151512, 128863, 80986, 166452, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 77
80, 614884, 489997, 261280, 141297, 243791, 135818, 122261, 315630, 0, 0 
80, 1878850, 1174560, 54721, 385655, 1043254, 711391, 625792, 798601, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 78
80, 719907, 577268, 252087, 128273, 78845, 85558, 79265, 378967, 0, 0 
80, 563527, 565080, 608869, 250257, 90756, 83602, 76006, 451159, 0, 0 
80, 1106423, 552298, 453344, 37919, 235441, 83987, 89364, 302219, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 79
51, 475470, 549671, 216062, 76770, 140593, 193888, 80232, 865119, 0, 0 
51, 835619, 435643, 333470, 38057, 215381, 144353, 67368, 548303, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 80
80, 427903, 1684182, 55121, 190947, 256788, 63546, 82997, 342057, 0, 0 
80, 467177, 374996, 395758, 42386, 89242, 169458, 148371, 256395, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 81
51, 136202, 718850, 111004, 132936, 95724, 103533, 72418, 285302, 0, 0 
51, 1685155, 387811, 156111, 53002, 50431, 86012, 53381, 263929, 0, 0 
51, 963685, 237468, 185848, 126943, 109640, 83887, 52801, 329162, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 82
51, 1052532, 325477, 89676, 165788, 50419, 170120, 100238, 160529, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 83
80, 308425, 684689, 142377, 59211, 62075, 146067, 133854, 336993, 0, 0 
80, 736997, 320810, 230514, 77513, 125057, 127145, 91385, 254814, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 84
51, 310332, 437414, 136116, 285620, 82140, 62202, 75046, 629859, 0, 0 
51, 388426, 187848, 364325, 439373, 135784, 97353, 149426, 384529, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 85
51, 562831, 380880, 559447, 282064, 98528, 75379, 83659, 274693, 0, 0 
51, 231353, 566777, 71583, 77808, 101919, 68369, 61551, 621924, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 86
51, 616376, 271892, 124512, 69791, 421263, 79139, 151446, 261942, 0, 0 
51, 398369, 165598, 355715, 194809, 210469, 339589, 115458, 339490, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 87
80, 1329081, 807138, 190462, 17765, 163699, 55759, 87337, 131830, 0, 0 
80, 375185, 206661, 96583, 32873, 108071, 112914, 119306, 380414, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 88
80, 1221536, 473747, 245952, 302096, 329398, 166637, 81184, 172256, 0, 0 
80, 642622, 456626, 252280, 19503, 76278, 121020, 135721, 400288, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 89
80, 1556885, 1743215, 103832, 226319, 247198, 707271, 579943, 1246969, 0, 0 
51, 52537, 79459, 54698, 56436, 13685, 25032, 19706, 46088, 0, 0 
51, 178930, 120088, 48125, 18679, 22372, 20770, 22391, 46620, 0, 0 
51, 136675, 451806, 220056, 91810, 141147, 137033, 126876, 309675, 0, 0 
51, 750183, 486433, 57685, 331618, 85107, 80953, 40742, 106671, 0, 0 
51, 494592, 166974, 139385, 71671, 133424, 157438, 92234, 502132, 0, 0 
51, 1981773, 1012508, 677339, 445203, 1144360, 361295, 565286, 768033, 0, 0 
51, 535431, 770251, 205546, 32669, 99491, 184468, 135747, 172516, 0, 0 
Poor Signal, Delta, Theta, Low Alpha, High Alpha, Low Beta, High Beta, Low Gamma, Mid Gamma, Attention, Meditation, 90
51, 629820, 159472, 254443, 99988, 112455, 74402, 123832, 234902, 0, 0 
51, 236035, 331531, 363367, 63138, 136220, 118462, 114172, 155535, 0, 0 
